Timestamp,program,gender,AGE,HEIGHT,WEIGHT,SALARY_OLD,SALARY_GRAD,DESIRE_WORK_ORG,PARENTS,EXPENSES,TRANSPORT,COST_TRANSPORTATION,COST_ENTERTAINMENT,HAND,CELL_PHONE,SMOKE,foot_size,alcohol,tattoo,sleep,social,homework,work,travel,tuition,coffee,BMI,place,hours
2025/01/07 2:18:24 pm GMT-8,BITMAN,male,28.0,175.0,73.0,52.0,55.0,1. LARGE CORPORATION,False,300.0,3. DRIVE,55.0,100.0,1. LEFT-HANDED,55.0,False,10.5,1.0,True,6.0,7.0,8.0,12.0,True,True,1.0,23.84,Burnaby,1500
2025/01/07 2:38:37 pm GMT-8,BITMAN,male,22.0,171.0,67.0,10000.0,6000.0,4. OTHER,False,1500.0,2. PUBLIC TRANSPORT,0.0,150.0,0. RIGHT-HANDED,40.0,False,26.0,0.0,False,6.0,5.0,10.0,0.0,True,True,1.0,22.91,Burnaby,1500
2025/01/09 11:12:12 am GMT-8,BMGT,female,27.0,168.0,68.0,1400.0,4000.0,1. LARGE CORPORATION,False,1200.0,2. PUBLIC TRANSPORT,150.0,10.0,0. RIGHT-HANDED,30.0,False,9.5,1.0,False,5.0,2.0,10.0,15.0,True,False,1.0,24.09,Richmond,400
2025/01/09 5:36:09 pm GMT-8,BABI,male,28.0,180.0,78.0,0.0,4000.0,1. LARGE CORPORATION,False,1200.0,2. PUBLIC TRANSPORT,50.0,200.0,0. RIGHT-HANDED,60.0,False,,2.0,False,7.0,10.0,10.0,20.0,True,False,1.0,24.07,Vancouver,300
2025/01/09 5:36:20 pm GMT-8,BABI,female,28.0,158.0,66.0,0.0,80.0,3. NON-PROFIT OR GOVERNMENT AGENCY,False,,2. PUBLIC TRANSPORT,8.0,40.0,0. RIGHT-HANDED,40.0,False,,0.0,False,8.0,3.0,18.0,0.0,True,True,0.0,26.44,Vancouver,300
2025/01/09 5:36:25 pm GMT-8,BABI,female,35.0,167.0,77.0,0.0,5000.0,3. NON-PROFIT OR GOVERNMENT AGENCY,False,5000.0,2. PUBLIC TRANSPORT,100.0,400.0,0. RIGHT-HANDED,200.0,False,9.0,0.0,False,6.0,14.0,28.0,0.0,True,True,0.0,27.61,Vancouver,300
2025/01/09 5:36:31 pm GMT-8,BABI,female,28.0,165.0,47.0,,2000.0,1. LARGE CORPORATION,False,,2. PUBLIC TRANSPORT,0.0,80.0,0. RIGHT-HANDED,34.0,False,9.5,0.0,True,6.5,14.0,14.0,0.0,True,False,0.0,17.26,Vancouver,300
2025/01/09 5:36:37 pm GMT-8,BABI,female,26.0,152.4,110.0,0.0,4000.0,1. LARGE CORPORATION,True,100.0,2. PUBLIC TRANSPORT,0.0,50.0,,,False,15.24,0.0,False,6.0,6.0,5.0,12.0,True,False,0.0,47.36,Vancouver,300
2025/01/09 5:36:48 pm GMT-8,BABI,male,35.0,1.77,68.0,6000.0,5000.0,3. NON-PROFIT OR GOVERNMENT AGENCY,False,2000.0,1. WALK,40.0,60.0,0. RIGHT-HANDED,70.0,False,10.0,1.0,True,8.0,10.0,10.0,0.0,True,True,1.0,217051.29,Vancouver,300
2025/01/09 5:36:58 pm GMT-8,BABI,female,26.0,25.4,70.3,4800.0,5800.0,2. SMALL COMPANY,True,1800.0,3. DRIVE,200.0,400.0,0. RIGHT-HANDED,70.0,False,6.0,0.0,False,8.0,12.0,8.0,37.5,True,False,2.0,1089.65,Vancouver,300
2025/01/09 5:36:58 pm GMT-8,BABI,,25.0,178.0,78.0,0.0,3500.0,1. LARGE CORPORATION,False,1000.0,2. PUBLIC TRANSPORT,35.0,50.0,0. RIGHT-HANDED,40.0,False,,0.0,False,7.0,12.0,25.0,15.0,True,False,1.0,24.62,Vancouver,300
2025/01/09 5:37:02 pm GMT-8,BABI,male,23.0,179.0,71.0,0.0,4200.0,2. SMALL COMPANY,True,0.0,2. PUBLIC TRANSPORT,20.0,0.0,1. LEFT-HANDED,0.0,False,11.0,0.0,False,6.5,35.0,16.0,0.0,True,False,0.0,22.16,Vancouver,300
2025/01/09 5:37:16 pm GMT-8,BABI,female,28.0,165.0,61.0,,,3. NON-PROFIT OR GOVERNMENT AGENCY,True,200.0,2. PUBLIC TRANSPORT,60.0,0.0,0. RIGHT-HANDED,30.0,False,,0.0,False,6.0,0.0,2.0,30.0,True,True,0.0,22.41,Vancouver,300
2025/01/09 5:37:27 pm GMT-8,BABI,male,36.0,178.0,82.0,5700.0,6500.0,3. NON-PROFIT OR GOVERNMENT AGENCY,False,2000.0,2. PUBLIC TRANSPORT,200.0,200.0,0. RIGHT-HANDED,80.0,False,10.0,2.0,False,8.0,4.0,15.0,20.0,True,True,2.0,25.88,Vancouver,300
2025/01/09 5:37:43 pm GMT-8,BABI,male,32.0,173.0,93.0,4400.0,7400.0,3. NON-PROFIT OR GOVERNMENT AGENCY,False,3200.0,3. DRIVE,80.0,400.0,0. RIGHT-HANDED,90.0,True,10.0,4.0,False,6.0,12.0,4.0,40.0,True,True,2.0,31.07,Vancouver,300
2025/01/09 5:38:01 pm GMT-8,BABI,male,29.0,171.0,73.0,3600.0,5000.0,1. LARGE CORPORATION,True,500.0,2. PUBLIC TRANSPORT,200.0,100.0,0. RIGHT-HANDED,40.0,False,9.0,0.0,True,6.0,5.0,8.0,37.5,True,True,0.5,24.96,Vancouver,300
2025/01/09 5:38:40 pm GMT-8,BABI,female,21.0,178.0,70.0,3000.0,5000.0,1. LARGE CORPORATION,False,2500.0,3. DRIVE,100.0,100.0,2. AMBIDEXTROUS,100.0,False,12.0,8.0,False,7.0,10.0,8.0,0.0,True,True,3.0,22.09,Vancouver,300
2025/01/09 5:38:52 pm GMT-8,GCBA,male,33.0,179.0,85.0,0.0,6500.0,3. NON-PROFIT OR GOVERNMENT AGENCY,True,1200.0,2. PUBLIC TRANSPORT,40.0,200.0,0. RIGHT-HANDED,35.0,False,9.0,0.0,False,6.0,25.0,8.0,0.0,True,True,0.0,26.53,Richmond,800
2025/01/09 5:38:57 pm GMT-8,BABI,male,24.0,172.0,53.0,5500.0,5500.0,1. LARGE CORPORATION,False,3000.0,2. PUBLIC TRANSPORT,40.0,250.0,0. RIGHT-HANDED,78.0,False,10.3,1.0,False,7.0,30.0,15.0,40.0,True,True,1.0,17.92,Vancouver,300
2025/01/09 5:38:59 pm GMT-8,BABI,male,24.0,187.0,81.0,2500.0,5000.0,1. LARGE CORPORATION,False,1500.0,2. PUBLIC TRANSPORT,50.0,200.0,0. RIGHT-HANDED,40.0,False,11.0,0.0,False,10.0,10.0,15.0,30.0,True,True,1.0,23.16,Vancouver,300
2025/01/09 5:39:12 pm GMT-8,BABI,male,30.0,175.0,65.0,5000.0,6000.0,1. LARGE CORPORATION,False,2000.0,2. PUBLIC TRANSPORT,45.0,100.0,0. RIGHT-HANDED,30.0,False,10.0,0.0,False,8.0,10.0,15.0,40.0,True,True,2.0,21.22,Vancouver,300
2025/01/09 5:40:13 pm GMT-8,BABI,male,33.0,167.0,64.0,3000.0,4500.0,2. SMALL COMPANY,False,1500.0,2. PUBLIC TRANSPORT,60.0,50.0,0. RIGHT-HANDED,115.0,False,9.5,4.0,False,7.0,25.0,20.0,38.0,True,True,1.0,22.95,Vancouver,300
2025/01/09 5:40:31 pm GMT-8,BABI,male,23.0,182.0,79.0,0.0,2000.0,3. NON-PROFIT OR GOVERNMENT AGENCY,False,1000.0,3. DRIVE,150.0,100.0,0. RIGHT-HANDED,45.0,False,11.0,0.0,False,7.0,10.0,14.0,0.0,True,False,1.0,23.85,Vancouver,300
2025/01/09 5:41:38 pm GMT-8,BABI,female,47.0,165.0,54.0,0.0,6700.0,4. OTHER,False,3000.0,2. PUBLIC TRANSPORT,200.0,500.0,1. LEFT-HANDED,63.0,False,9.5,6.0,False,8.0,1.0,16.0,20.0,True,True,3.0,19.83,Vancouver,300
2025/01/09 5:44:20 pm GMT-8,BABI,male,57.0,164.0,65.0,20000.0,6000.0,2. SMALL COMPANY,False,6000.0,5. OTHER,40.0,50.0,0. RIGHT-HANDED,65.0,False,8.0,1.0,False,8.0,1.0,30.0,0.0,True,True,0.0,24.17,Vancouver,300
2025/01/09 7:37:17 pm GMT-8,BABI,male,57.0,164.0,65.0,20000.0,6000.0,2. SMALL COMPANY,False,6000.0,5. OTHER,40.0,20.0,0. RIGHT-HANDED,65.0,False,8.0,1.0,False,8.0,1.0,30.0,0.0,True,True,0.0,24.17,Vancouver,300
2025/01/10 9:04:37 pm GMT-8,BITMAN,male,59.0,170.0,80.0,3500.0,6500.0,1. LARGE CORPORATION,False,4300.0,2. PUBLIC TRANSPORT,50.0,150.0,0. RIGHT-HANDED,80.0,False,10.0,0.0,False,6.0,0.0,20.0,0.0,True,True,2.0,27.68,Burnaby,1500
2025/01/16 2:34:47 pm GMT-8,MKTG,female,26.0,5.0,54.54,3100.0,3300.0,3. NON-PROFIT OR GOVERNMENT AGENCY,False,1200.0,3. DRIVE,300.0,10.0,0. RIGHT-HANDED,30.0,False,9.0,4.0,False,6.5,10.0,10.0,6.0,True,True,2.0,21816.0,Burnaby,200
2025/01/16 2:38:44 pm GMT-8,MKTG,male,25.0,177.0,68.0,2000.0,5000.0,1. LARGE CORPORATION,True,1200.0,3. DRIVE,300.0,500.0,0. RIGHT-HANDED,50.0,True,10.2,5.0,False,6.0,6.0,8.0,24.0,True,True,1.0,21.71,Burnaby,200
2025/01/16 2:44:32 pm GMT-8,MKTG,female,21.0,165.0,50.0,12.0,3000.0,2. SMALL COMPANY,False,2200.0,2. PUBLIC TRANSPORT,0.0,300.0,0. RIGHT-HANDED,80.0,False,9.0,2.0,False,7.0,20.0,30.0,0.0,True,False,0.0,18.37,Burnaby,200
2025/01/16 2:45:57 pm GMT-8,MKTG,female,20.0,158.0,32.0,2400.0,3000.0,1. LARGE CORPORATION,True,,3. DRIVE,240.0,300.0,0. RIGHT-HANDED,0.0,False,,,True,7.0,14.0,7.0,,True,False,,12.82,Burnaby,200
2025/01/16 2:46:48 pm GMT-8,BBA,male,22.0,176.784,74.0,0.0,3000.0,1. LARGE CORPORATION,False,500.0,2. PUBLIC TRANSPORT,0.0,100.0,1. LEFT-HANDED,86.0,False,6.0,1.0,False,7.0,11.0,5.0,24.0,True,False,4.0,23.68,Burnaby,900
2025/01/16 2:49:50 pm GMT-8,MKTG,female,22.0,165.1,48.5,0.0,80.0,1. LARGE CORPORATION,False,2.0,3. DRIVE,100.0,100.0,0. RIGHT-HANDED,0.0,True,,0.1,False,7.0,20.0,5.0,0.0,True,False,1.5,17.79,Burnaby,200
2025/01/16 2:49:53 pm GMT-8,MKTG,female,20.0,168.0,74.84,0.0,5.0,1. LARGE CORPORATION,True,800.0,3. DRIVE,160.0,40.0,0. RIGHT-HANDED,90.0,False,9.69,0.0,True,11.0,14.0,17.0,7.0,True,False,0.0,26.52,Burnaby,200
2025/01/16 2:53:53 pm GMT-8,MKTG,male,18.0,6.0,70.0,0.0,4000.0,2. SMALL COMPANY,True,0.0,3. DRIVE,190.0,0.0,0. RIGHT-HANDED,0.0,False,12.0,0.0,False,8.0,10.0,15.0,8.0,False,False,0.0,19444.44,Burnaby,200
2025/01/16 2:57:44 pm GMT-8,MKTG,male,20.0,165.0,77.0,0.0,70.0,1. LARGE CORPORATION,True,0.0,3. DRIVE,0.0,200.0,2. AMBIDEXTROUS,40.0,True,,0.0,False,7.0,12.0,8.0,0.0,True,True,1.0,28.28,Burnaby,200
2025/01/16 3:44:40 pm GMT-8,MKTG,female,19.0,168.0,63.0,,4800.0,1. LARGE CORPORATION,True,100.0,2. PUBLIC TRANSPORT,0.0,400.0,0. RIGHT-HANDED,0.0,False,9.6,1.0,False,7.0,6.0,8.0,0.0,False,False,1.0,22.32,Burnaby,200
2025/01/16 3:52:11 pm GMT-8,MKTG,female,21.0,159.0,45.0,0.0,,2. SMALL COMPANY,False,,2. PUBLIC TRANSPORT,,,0. RIGHT-HANDED,,False,,0.0,False,7.0,,,0.0,True,False,0.0,17.8,Burnaby,200
2025/01/16 4:41:58 pm GMT-8,MKTG,female,27.0,164.0,50.0,0.0,5000.0,3. NON-PROFIT OR GOVERNMENT AGENCY,False,3000.0,3. DRIVE,150.0,,0. RIGHT-HANDED,50.0,True,8.75,,False,9.0,3.0,10.0,0.0,True,True,1.0,18.59,Burnaby,200
2025/01/16 4:42:32 pm GMT-8,BMGT,male,21.0,178.0,66.0,0.0,3300.0,2. SMALL COMPANY,True,3900.0,3. DRIVE,700.0,0.0,0. RIGHT-HANDED,80.0,False,11.25,0.0,False,8.0,0.0,40.0,0.0,True,False,0.0,20.83,Richmond,400
2025/01/16 4:47:45 pm GMT-8,BABI,female,24.0,161.0,57.0,0.0,4000.0,1. LARGE CORPORATION,True,200.0,2. PUBLIC TRANSPORT,0.0,20.0,0. RIGHT-HANDED,0.0,False,8.0,1.0,False,8.0,30.0,25.0,8.0,True,True,0.0,21.99,Vancouver,300
2025/01/16 5:03:30 pm GMT-8,MKTG,female,29.0,162.0,70.0,3500.0,2600.0,1. LARGE CORPORATION,False,1500.0,2. PUBLIC TRANSPORT,50.0,150.0,0. RIGHT-HANDED,69.0,False,9.25,0.0,True,6.0,21.0,35.0,0.0,True,True,0.0,26.67,Burnaby,200
2025/01/16 6:46:46 pm GMT-8,BMGT,female,23.0,63.0,158.0,4000.0,5000.0,1. LARGE CORPORATION,False,,3. DRIVE,60.0,,0. RIGHT-HANDED,48.0,False,,0.0,True,7.5,,,,True,False,1.0,398.09,Richmond,400
2025/01/16 7:31:42 pm GMT-8,BABI,male,23.0,185.0,93.0,3700.0,3200.0,2. SMALL COMPANY,True,60.0,2. PUBLIC TRANSPORT,90.0,75.0,0. RIGHT-HANDED,50.0,False,9.0,1.0,False,7.0,5.0,10.0,8.0,True,True,0.0,27.17,Vancouver,300
2025/01/16 8:37:34 pm GMT-8,MKTG,male,24.0,170.0,81.0,5500.0,3500.0,1. LARGE CORPORATION,True,700.0,3. DRIVE,750.0,150.0,1. LEFT-HANDED,117.0,False,10.5,0.0,False,7.0,10.0,18.0,8.0,True,False,1.0,28.03,Burnaby,200
2025/01/16 11:11:41 pm GMT-8,MKTG,male,23.0,170.0,57.0,3000.0,5000.0,1. LARGE CORPORATION,True,750.0,2. PUBLIC TRANSPORT,50.0,30.0,0. RIGHT-HANDED,34.0,False,10.0,0.0,False,6.0,32.0,8.0,30.0,True,True,1.0,19.72,Burnaby,200
2025/01/17 6:25:04 am GMT-8,MKTG,male,26.0,168.0,80.0,0.0,800.0,2. SMALL COMPANY,False,4000.0,2. PUBLIC TRANSPORT,50.0,100.0,0. RIGHT-HANDED,30.0,False,9.0,2.0,False,7.0,5.0,6.0,0.0,True,False,1.0,28.34,Burnaby,200
2025/01/17 8:47:57 am GMT-8,BABI,male,21.0,183.0,71.0,4000.0,5000.0,1. LARGE CORPORATION,True,100.0,3. DRIVE,100.0,30.0,0. RIGHT-HANDED,0.0,False,10.5,0.0,False,7.5,20.0,4.0,5.0,True,False,0.5,21.2,Vancouver,300
2025/01/17 10:51:34 am GMT-8,BMGT,male,20.0,178.0,84.0,3000.0,6000.0,1. LARGE CORPORATION,True,300.0,3. DRIVE,150.0,100.0,0. RIGHT-HANDED,70.0,True,11.0,0.0,False,7.0,10.0,15.0,16.0,True,False,1.0,26.51,Richmond,400
2025/01/17 12:00:17 pm GMT-8,BBAD,female,22.0,172.0,57.0,0.0,4.0,1. LARGE CORPORATION,False,1.0,2. PUBLIC TRANSPORT,0.0,200.0,0. RIGHT-HANDED,50.0,False,9.0,4.0,False,7.0,15.0,10.0,12.0,True,True,2.0,19.27,Vancouver,600
2025/01/17 1:05:28 pm GMT-8,BABI,male,20.0,172.0,64.0,0.0,5000.0,1. LARGE CORPORATION,False,1400.0,2. PUBLIC TRANSPORT,0.0,300.0,0. RIGHT-HANDED,39.0,False,10.25,0.0,True,8.0,7.0,3.0,15.0,True,False,1.0,21.63,Vancouver,300
2025/01/18 12:53:57 pm GMT-8,BMGT,male,27.0,173.0,72.0,6000.0,6000.0,4. OTHER,False,2200.0,5. OTHER,180.0,50.0,0. RIGHT-HANDED,50.0,False,10.0,0.0,True,5.0,2.0,10.0,20.0,True,True,,24.06,Richmond,400
2025/01/18 11:44:28 pm GMT-8,BABI,female,29.0,165.0,62.0,3200.0,5000.0,1. LARGE CORPORATION,True,150.0,2. PUBLIC TRANSPORT,0.0,300.0,0. RIGHT-HANDED,25.0,False,,2.0,False,7.0,14.0,24.0,25.0,True,False,0.5,22.77,Vancouver,300
2025/01/19 4:47:16 pm GMT-8,BMGT,male,22.0,188.0,72.0,3200.0,5000.0,2. SMALL COMPANY,True,300.0,3. DRIVE,100.0,100.0,0. RIGHT-HANDED,0.0,False,11.0,8.0,False,8.0,24.0,10.0,0.0,True,False,1.0,20.37,Richmond,400
2025/01/19 7:41:28 pm GMT-8,BBAD,female,24.0,165.1,175.0,2000.0,5100.0,3. NON-PROFIT OR GOVERNMENT AGENCY,True,300.0,3. DRIVE,300.0,100.0,1. LEFT-HANDED,100.0,False,9.5,0.0,False,6.0,50.0,20.0,20.0,True,True,1.0,64.2,Vancouver,600
2025/01/19 8:09:31 pm GMT-8,BABI,female,21.0,167.0,165.0,0.0,5000.0,3. NON-PROFIT OR GOVERNMENT AGENCY,False,1000.0,2. PUBLIC TRANSPORT,0.0,20.0,0. RIGHT-HANDED,45.0,False,9.0,0.0,False,6.0,5.0,10.0,22.0,True,False,1.0,59.16,Vancouver,300
2025/01/19 10:24:34 pm GMT-8,BMGT,female,19.0,182.0,55.0,0.0,5500.0,2. SMALL COMPANY,True,1000.0,2. PUBLIC TRANSPORT,110.0,200.0,0. RIGHT-HANDED,35.0,False,9.9,0.0,False,5.0,12.0,30.0,24.0,True,False,1.0,16.6,Richmond,400
2025/01/20 10:55:29 am GMT-8,BMGT,female,22.0,157.0,55.0,0.0,2000.0,1. LARGE CORPORATION,True,750.0,3. DRIVE,400.0,200.0,0. RIGHT-HANDED,100.0,False,,1.0,True,8.0,3.0,4.0,16.0,True,True,2.0,22.31,Richmond,400
2025/01/20 11:33:05 am GMT-8,COMP,male,21.0,169.0,125.0,0.0,75000.0,1. LARGE CORPORATION,True,300.0,3. DRIVE,400.0,30.0,0. RIGHT-HANDED,70.0,False,10.3,0.0,False,7.0,40.0,,0.0,True,False,0.0,43.77,Burnaby,200
2025/01/20 10:43:04 pm GMT-8,BITMAN,female,23.0,157.0,73.0,0.0,5447.0,2. SMALL COMPANY,True,300.0,2. PUBLIC TRANSPORT,68.0,12.0,0. RIGHT-HANDED,0.0,False,8.5,1.0,True,6.0,4.0,21.0,0.0,True,True,0.0,29.62,Burnaby,1500
2025/01/23 9:33:54 am GMT-8,MKTG,female,18.0,170.0,119.2,0.0,1040.0,2. SMALL COMPANY,False,1350.0,2. PUBLIC TRANSPORT,47.0,20.0,0. RIGHT-HANDED,29.0,False,12.2,0.0,False,5.0,21.0,35.0,15.0,True,True,2.0,41.25,Burnaby,200
